#  telescope	date	JD	airmass	filter_obs	filter	constant
     FTS	2012-10-24	56224.561	1.336	     daophot	  i  25.7621  ri 0.00932 | 0.005  0.0
     FTS	2012-10-24	56224.567	1.377	     daophot	  i  25.7686  ri 0.01865 | 0.033  0.0
     FTS	2012-10-24	56224.399	1.012	      dophot	  i  25.1611  ri 0.02714 | 0.066  0.0
     FTS	2012-10-24	56224.397	1.014	     daophot	  r  25.4655  gr -0.1502 |   1.0  0.0
     FTS	2012-10-24	56224.397	1.014	     daophot	  r  25.4655  gr -0.1502 |   1.0  0.0
     FTS	2012-10-24	56224.559	1.325	     daophot	  r  25.9054  gr 0.06821 | 0.085  0.0
     FTS	2012-10-24	56224.559	1.325	     daophot	  r  25.9435  ri 0.06039 | 0.098  0.0
     FTS	2012-10-24	56224.566	1.371	     daophot	  r  25.9272  gr 0.00923 | 0.001  0.0
     FTS	2012-10-24	56224.566	1.371	     daophot	  r  25.9305  ri 0.01404 | 0.006  0.0
     FTS	2012-10-24	56224.398	1.013	     daophot	  r  25.2800  gr 0.19238 | 0.974  0.0
     FTS	2012-10-24	56224.398	1.013	     daophot	  r  25.3813  ri 0.15814 | 0.994  0.0
     FTS	2012-10-24	56224.560	1.330	     daophot	  r  25.7151  gr 0.28408 | 0.978  0.0
     FTS	2012-10-24	56224.560	1.330	     daophot	  r  25.9073  ri 0.17036 | 0.607  0.0
     FTS	2012-10-24	56224.566	1.371	      dophot	  r  25.8210  gr 0.01635 | 0.016  0.0
     FTS	2012-10-24	56224.566	1.371	      dophot	  r  25.8245  ri 0.03193 | 0.076  0.0
     FTS	2012-10-25	56225.397	1.011	     daophot	  g  24.5081  gr 0.01999 | 0.026  0.0
     FTS	2012-10-25	56225.397	1.011	     daophot	  g  24.5081  gr 0.01999 | 0.026  0.0
     FTS	2012-10-25	56225.457	1.017	     daophot	  g  25.0305  gr 0.02032 | 0.019  0.0
     FTS	2012-10-25	56225.463	1.023	     daophot	  g  24.9499  gr 0.09639 | 0.218  0.0
     FTS	2012-10-25	56225.469	1.031	     daophot	  g  24.9567  gr 0.10357 | 0.252  0.0
     FTS	2012-10-25	56225.398	1.011	     daophot	  g  24.4853  gr 0.03411 | 0.035  0.0
     FTS	2012-10-25	56225.457	1.017	      dophot	  g  25.0015  gr 0.01185 | 0.006  0.0
     FTS	2012-10-25	56225.460	1.020	     daophot	  i  25.4675  ri 0.08443 | 0.547  0.0
     FTS	2012-10-25	56225.461	1.021	     daophot	  i  25.4674  ri 0.06312 | 0.600  0.0
     FTS	2012-10-25	56225.467	1.028	     daophot	  i  25.4661  ri 0.04588 | 0.456  0.0
     FTS	2012-10-25	56225.473	1.037	     daophot	  i  25.4728  ri 0.02216 | 0.330  0.0
     FTS	2012-10-25	56225.399	1.010	     daophot	  r  25.0707  gr 0.05075 | 0.368  0.0
     FTS	2012-10-25	56225.399	1.010	     daophot	  r  25.0960  ri 0.03896 | 0.781  0.0
     FTS	2012-10-25	56225.399	1.010	     daophot	  r  25.0427  gr 0.00833 | 0.001  0.0
     FTS	2012-10-25	56225.399	1.010	     daophot	  r  25.0447  ri 0.01691 | 0.008  0.0
     FTS	2012-10-25	56225.458	1.018	     daophot	  r  25.5448  gr 0.03999 | 0.117  0.0
     FTS	2012-10-25	56225.458	1.018	     daophot	  r  25.5677  ri 0.03409 | 0.094  0.0
     FTS	2012-10-25	56225.465	1.026	     daophot	  r  25.5492  gr 0.05606 | 0.118  0.0
     FTS	2012-10-25	56225.465	1.026	     daophot	  r  25.5804  ri 0.04894 | 0.122  0.0
     FTS	2012-10-25	56225.471	1.033	     daophot	  r  25.5426  gr 0.05280 | 0.555  0.0
     FTS	2012-10-25	56225.471	1.033	     daophot	  r  25.5578  ri 0.15397 | 0.340  0.0
     FTS	2012-10-25	56225.399	1.010	      dophot	  r  25.0275  gr 0.04466 | 0.043  0.0
     FTS	2012-10-25	56225.399	1.010	      dophot	  r  25.0517  ri 0.04174 | 0.052  0.0
     FTS	2012-10-25	56225.399	1.010	     daophot	  r  25.0707  gr 0.05075 | 0.368  0.0
     FTS	2012-10-25	56225.399	1.010	     daophot	  r  25.0960  ri 0.03896 | 0.781  0.0
     FTS	2012-10-25	56225.465	1.026	      dophot	  r  25.5309  gr 0.03221 | 0.023  0.0
     FTS	2012-10-25	56225.465	1.026	      dophot	  r  25.5481  ri 0.03183 | 0.029  0.0
     FTS	2012-10-26	56226.548	1.291	      dophot	  g  22.7041  gr -0.0234 | 0.186  0.0
     FTS	2012-10-26	56226.453	1.016	     daophot	  i  23.8432  ri 0.03720 | 0.238  0.0
     FTS	2012-10-26	56226.453	1.016	     daophot	  i  23.8432  ri 0.03720 | 0.238  0.0
     FTS	2012-10-26	56226.557	1.344	      dophot	  i  21.9967  ri -0.0686 | 0.094  0.0
     FTS	2012-10-26	56226.551	1.310	      dophot	  i  23.1846  ri 0.01027 | 0.011  0.0
     FTS	2012-10-26	56226.452	1.014	     daophot	  r  22.9993  gr 0.02380 |   1.0  0.0
     FTS	2012-10-26	56226.452	1.014	     daophot	  r  23.0092  ri 0.04838 |   1.0  0.0
     FTS	2012-10-26	56226.452	1.014	     daophot	  r  22.9993  gr 0.02380 |   1.0  0.0
     FTS	2012-10-26	56226.452	1.014	     daophot	  r  23.0092  ri 0.04838 |   1.0  0.0
     FTS	2012-10-27	56227.400	1.005	     daophot	  g  24.5391  gr -0.1729 | 0.601  0.0
     FTS	2012-10-27	56227.400	1.005	     daophot	  g  24.5391  gr -0.1729 | 0.601  0.0
     FTS	2012-10-27	56227.401	1.005	     daophot	  g  24.4928  gr -0.1632 |   1.0  0.0
     FTS	2012-10-27	56227.403	1.004	     daophot	  i  25.1447  ri 0.01417 | 0.023  0.0
     FTS	2012-10-27	56227.403	1.004	     daophot	  i  25.1447  ri 0.01417 | 0.023  0.0
     FTS	2012-10-27	56227.404	1.004	     daophot	  i  25.1209  ri -0.0017 | 0.001  0.0
     FTS	2012-10-27	56227.402	1.004	     daophot	  r  25.1893  gr -0.0067 | 0.008  0.0
     FTS	2012-10-27	56227.402	1.004	     daophot	  r  25.1834  ri 0.00144 | 0.000  0.0
     FTS	2012-10-27	56227.402	1.005	     daophot	  r  24.5086  gr -0.1780 | 0.949  0.0
     FTS	2012-10-27	56227.402	1.004	      dophot	  r  25.1395  gr -0.0027 | 0.000  0.0
     FTS	2012-10-27	56227.402	1.004	      dophot	  r  25.1366  ri 0.00242 | 0.000  0.0
     FTS	2012-10-27	56227.402	1.004	     daophot	  r  25.1893  gr -0.0067 | 0.008  0.0
     FTS	2012-10-27	56227.402	1.004	     daophot	  r  25.1834  ri 0.00144 | 0.000  0.0
     FTS	2012-10-28	56228.397	1.006	     daophot	  g  24.9230  gr 0.02465 | 0.017  0.0
     FTS	2012-10-28	56228.397	1.006	     daophot	  g  24.9230  gr 0.02465 | 0.017  0.0
     FTS	2012-10-28	56228.536	1.258	     daophot	  g  24.2158  gr 0.13227 | 0.589  0.0
     FTS	2012-10-28	56228.611	1.990	     daophot	  g  24.8488  gr 0.24177 | 0.378  0.0
     FTS	2012-10-28	56228.398	1.005	     daophot	  g  25.0489  gr 0.05228 | 0.148  0.0
     FTS	2012-10-28	56228.537	1.262	     daophot	  g  23.9921  gr 0.31746 |   1.0  0.0
     FTS	2012-10-28	56228.400	1.004	     daophot	  i  25.2023  ri 0.02877 | 0.563  0.0
     FTS	2012-10-28	56228.400	1.004	     daophot	  i  25.2023  ri 0.02877 | 0.563  0.0
     FTS	2012-10-28	56228.615	2.064	     daophot	  i  25.3633  ri 0.01041 | 0.017  0.0
     FTS	2012-10-28	56228.401	1.004	     daophot	  i  25.2150  ri -0.0039 | 0.001  0.0
     FTS	2012-10-28	56228.609	1.953	     daophot	  i  24.8984  ri 0.03987 | 0.046  0.0
     FTS	2012-10-28	56228.615	2.064	      dophot	  i  25.2700  ri 0.02430 | 0.060  0.0
     FTS	2012-10-28	56228.399	1.005	     daophot	  r  25.3191  gr 0.02278 | 0.024  0.0
     FTS	2012-10-28	56228.399	1.005	     daophot	  r  25.3334  ri 0.01526 | 0.017  0.0
     FTS	2012-10-28	56228.399	1.005	     daophot	  r  25.3228  gr 0.03365 | 0.073  0.0
     FTS	2012-10-28	56228.399	1.005	     daophot	  r  25.3444  ri 0.02371 | 0.039  0.0
     FTS	2012-10-28	56228.538	1.266	     daophot	  r  25.4174  gr 0.00266 | 0.000  0.0
     FTS	2012-10-28	56228.538	1.266	     daophot	  r  25.4197  ri -0.0004 | 1.767  0.0
     FTS	2012-10-28	56228.607	1.925	     daophot	  r  24.7869  gr -0.0513 | 0.030  0.0
     FTS	2012-10-28	56228.399	1.005	      dophot	  r  25.3015  gr 0.00045 | 1.494  0.0
     FTS	2012-10-28	56228.399	1.005	      dophot	  r  25.3028  ri -0.0025 | 0.000  0.0
     FTS	2012-10-28	56228.399	1.005	     daophot	  r  25.3191  gr 0.02278 | 0.024  0.0
     FTS	2012-10-28	56228.399	1.005	     daophot	  r  25.3334  ri 0.01526 | 0.017  0.0
     FTS	2012-10-28	56228.607	1.925	      dophot	  r  24.6198  gr -0.0556 | 0.049  0.0
     FTS	2012-10-28	56228.607	1.925	      dophot	  r  24.5894  ri -0.0512 | 0.057  0.0
     FTS	2012-10-30	56230.474	1.063	     daophot	  g  24.9747  gr 0.07180 | 0.184  0.0
     FTS	2012-10-30	56230.474	1.062	     daophot	  g  25.0284  gr 0.00499 | 0.000  0.0
     FTS	2012-10-30	56230.474	1.063	      dophot	  g  25.0019  gr -0.0376 | 0.018  0.0
     FTS	2012-10-30	56230.474	1.063	     daophot	  g  24.9747  gr 0.07180 | 0.184  0.0
     FTS	2012-10-30	56230.476	1.068	     daophot	  i  25.1902  ri 0.01153 | 0.034  0.0
     FTS	2012-10-30	56230.476	1.068	     daophot	  i  25.1902  ri 0.01153 | 0.034  0.0
     FTS	2012-10-30	56230.477	1.069	     daophot	  i  25.2026  ri 0.01147 | 0.137  0.0
     FTS	2012-10-30	56230.475	1.065	     daophot	  r  25.3324  gr 0.07792 | 0.356  0.0
     FTS	2012-10-30	56230.475	1.065	     daophot	  r  25.4015  ri -0.0497 | 0.496  0.0
     FTS	2012-10-30	56230.475	1.065	     daophot	  r  25.3324  gr 0.07792 | 0.356  0.0
     FTS	2012-10-30	56230.475	1.065	     daophot	  r  25.4015  ri -0.0497 | 0.496  0.0
     FTS	2012-10-30	56230.476	1.066	     daophot	  r  25.3739  gr 0.00296 | 0.003  0.0
     FTS	2012-10-30	56230.476	1.066	     daophot	  r  25.3769  ri -0.0010 | 0.000  0.0
     FTS	2012-10-31	56231.400	1.001	     daophot	  g  24.9902  gr 0.06816 | 0.513  0.0
     FTS	2012-10-31	56231.400	1.001	     daophot	  g  24.9902  gr 0.06816 | 0.513  0.0
     FTS	2012-10-31	56231.405	1.000	     daophot	  g  25.4398  gr 0.06720 | 0.324  0.0
     FTS	2012-10-31	56231.411	1.001	     daophot	  g  25.4632  gr 0.05039 | 0.288  0.0
     FTS	2012-10-31	56231.430	1.008	     daophot	  g  25.3910  gr 0.09250 | 0.380  0.0
     FTS	2012-10-31	56231.401	1.001	     daophot	  g  24.9660  gr 0.03242 | 0.188  0.0
     FTS	2012-10-31	56231.406	1.000	     daophot	  g  25.4257  gr 0.04194 | 0.047  0.0
     FTS	2012-10-31	56231.412	1.001	     daophot	  g  25.4430  gr 0.03765 | 0.058  0.0
     FTS	2012-10-31	56231.431	1.008	     daophot	  g  25.3890  gr 0.10250 | 0.157  0.0
     FTS	2012-10-31	56231.403	1.001	     daophot	  i  25.2186  ri 0.00890 | 0.021  0.0
     FTS	2012-10-31	56231.403	1.001	     daophot	  i  25.1780  ri 0.01875 | 0.084  0.0
     FTS	2012-10-31	56231.408	1.000	     daophot	  i  25.7208  ri 0.01093 | 0.030  0.0
     FTS	2012-10-31	56231.414	1.001	     daophot	  i  25.6941  ri 0.02709 | 0.142  0.0
     FTS	2012-10-31	56231.433	1.010	     daophot	  i  25.6384  ri 0.22535 |   1.0  0.0
     FTS	2012-10-31	56231.403	1.001	      dophot	  i  25.1954  ri 0.01092 | 0.016  0.0
     FTS	2012-10-31	56231.403	1.001	     daophot	  i  25.2186  ri 0.00890 | 0.021  0.0
     FTS	2012-10-31	56231.401	1.001	     daophot	  r  25.3527  gr 0.03127 | 0.116  0.0
     FTS	2012-10-31	56231.401	1.001	     daophot	  r  25.3683  ri 0.03004 | 0.118  0.0
     FTS	2012-10-31	56231.401	1.001	     daophot	  r  25.3527  gr 0.03127 | 0.116  0.0
     FTS	2012-10-31	56231.401	1.001	     daophot	  r  25.3683  ri 0.03004 | 0.118  0.0
     FTS	2012-10-31	56231.407	1.000	     daophot	  r  25.8488  gr 0.02408 | 0.086  0.0
     FTS	2012-10-31	56231.407	1.000	     daophot	  r  25.8597  ri 0.02103 | 0.077  0.0
     FTS	2012-10-31	56231.413	1.001	     daophot	  r  25.8280  gr 0.03302 | 0.259  0.0
     FTS	2012-10-31	56231.413	1.001	     daophot	  r  25.8463  ri 0.02794 | 0.226  0.0
     FTS	2012-10-31	56231.432	1.009	     daophot	  r  25.8261  gr 0.04039 | 0.265  0.0
     FTS	2012-10-31	56231.432	1.009	     daophot	  r  25.8429  ri 0.03481 | 0.322  0.0
     FTS	2012-10-31	56231.402	1.001	     daophot	  r  25.2782  gr 0.06293 | 0.247  0.0
     FTS	2012-10-31	56231.402	1.001	     daophot	  r  25.3142  ri 0.05785 | 0.313  0.0
     FTS	2012-10-31	56231.407	1.000	      dophot	  r  25.8662  gr 0.01027 | 0.011  0.0
     FTS	2012-10-31	56231.407	1.000	      dophot	  r  25.8693  ri 0.01747 | 0.042  0.0
     FTS	2012-10-31	56231.432	1.009	      dophot	  r  25.8372  gr 0.03300 | 0.038  0.0
     FTS	2012-10-31	56231.432	1.009	      dophot	  r  25.8539  ri 0.03565 | 0.056  0.0
     FTS	2012-11-02	56233.439	1.021	     daophot	  g  25.1723  gr -0.0111 | 0.007  0.0
     FTS	2012-11-02	56233.439	1.020	     daophot	  g  25.1472  gr 0.02654 | 0.024  0.0
     FTS	2012-11-02	56233.439	1.021	      dophot	  g  25.1173  gr 0.02631 | 0.012  0.0
     FTS	2012-11-02	56233.439	1.021	     daophot	  g  25.1723  gr -0.0111 | 0.007  0.0
     FTS	2012-11-02	56233.441	1.023	     daophot	  i  25.3149  ri 0.00544 | 0.009  0.0
     FTS	2012-11-02	56233.441	1.023	     daophot	  i  25.3149  ri 0.00544 | 0.009  0.0
     FTS	2012-11-02	56233.442	1.024	     daophot	  i  25.3214  ri 0.01938 | 0.375  0.0
     FTS	2012-11-02	56233.440	1.022	     daophot	  r  25.4800  gr 0.00139 | 0.000  0.0
     FTS	2012-11-02	56233.440	1.022	     daophot	  r  25.4782  ri 0.00847 | 0.016  0.0
     FTS	2012-11-02	56233.440	1.022	     daophot	  r  25.4800  gr 0.00139 | 0.000  0.0
     FTS	2012-11-02	56233.440	1.022	     daophot	  r  25.4782  ri 0.00847 | 0.016  0.0
     FTS	2012-11-02	56233.441	1.023	     daophot	  r  25.5262  gr 0.01602 | 0.084  0.0
     FTS	2012-11-02	56233.441	1.023	     daophot	  r  25.5220  ri 0.03712 | 0.481  0.0
     FTS	2012-11-03	56234.403	1.001	     daophot	  g  23.9254  gr 0.00463 | 0.000  0.0
     FTS	2012-11-03	56234.403	1.001	     daophot	  g  23.9254  gr 0.00463 | 0.000  0.0
     FTS	2012-11-03	56234.499	1.167	     daophot	  g  25.2075  gr 0.03100 | 0.071  0.0
     FTS	2012-11-03	56234.506	1.195	     daophot	  g  24.8596  gr 0.02339 | 0.036  0.0
     FTS	2012-11-03	56234.520	1.260	     daophot	  g  25.2903  gr 0.02479 | 0.135  0.0
     FTS	2012-11-03	56234.538	1.367	     daophot	  g  25.3800  gr 0.04096 | 0.118  0.0
     FTS	2012-11-03	56234.404	1.001	     daophot	  g  22.6244  gr -0.0033 | 5.915  0.0
     FTS	2012-11-03	56234.500	1.170	     daophot	  g  25.0848  gr 0.03505 | 0.173  0.0
     FTS	2012-11-03	56234.506	1.195	      dophot	  g  24.8419  gr -0.0549 | 0.106  0.0
     FTS	2012-11-03	56234.538	1.367	      dophot	  g  25.3699  gr 0.00199 | 0.000  0.0
     FTS	2012-11-03	56234.406	1.001	     daophot	  i  20.9328  ri 0.02368 | 0.022  0.0
     FTS	2012-11-03	56234.406	1.001	     daophot	  i  20.9328  ri 0.02368 | 0.022  0.0
     FTS	2012-11-03	56234.503	1.180	     daophot	  i  25.1296  ri 0.01134 | 0.031  0.0
     FTS	2012-11-03	56234.509	1.206	     daophot	  i  25.5020  ri -0.0172 | 0.070  0.0
     FTS	2012-11-03	56234.524	1.281	     daophot	  i  25.4009  ri 0.00723 | 0.021  0.0
     FTS	2012-11-03	56234.541	1.385	     daophot	  i  25.5934  ri -0.0005 | 0.000  0.0
     FTS	2012-11-03	56234.407	1.001	     daophot	  i  23.2010  ri 0.02495 | 0.030  0.0
     FTS	2012-11-03	56234.504	1.183	     daophot	  i  25.0095  ri 0.00629 | 0.029  0.0
     FTS	2012-11-03	56234.510	1.209	     daophot	  i  25.4549  ri 0.01766 | 0.137  0.0
     FTS	2012-11-03	56234.524	1.281	      dophot	  i  25.3694  ri -0.0109 | 0.007  0.0
     FTS	2012-11-03	56234.405	1.001	     daophot	  r  21.5068  gr 0.27408 | 0.168  0.0
     FTS	2012-11-03	56234.405	1.001	     daophot	  r  21.5550  ri 0.93754 | 0.122  0.0
     FTS	2012-11-03	56234.405	1.001	     daophot	  r  22.9324  gr 0.00048 | 3.834  0.0
     FTS	2012-11-03	56234.405	1.001	     daophot	  r  22.9259  ri 0.02338 | 0.012  0.0
     FTS	2012-11-03	56234.501	1.174	     daophot	  r  25.4426  gr 0.02245 | 0.047  0.0
     FTS	2012-11-03	56234.501	1.174	     daophot	  r  25.4544  ri 0.02115 | 0.071  0.0
     FTS	2012-11-03	56234.507	1.199	     daophot	  r  24.8891  gr 0.01013 | 0.013  0.0
     FTS	2012-11-03	56234.507	1.199	     daophot	  r  24.8983  ri -0.0035 | 0.002  0.0
     FTS	2012-11-03	56234.522	1.268	     daophot	  r  25.4694  gr -0.0094 | 0.012  0.0
     FTS	2012-11-03	56234.522	1.268	     daophot	  r  25.4643  ri -0.0086 | 0.017  0.0
     FTS	2012-11-03	56234.539	1.373	     daophot	  r  25.7918  gr -0.0037 | 0.001  0.0
     FTS	2012-11-03	56234.539	1.373	     daophot	  r  25.7884  ri 0.00152 | 0.000  0.0
     FTS	2012-11-03	56234.405	1.001	      dophot	  r  21.5902  gr 0.08324 | 0.021  0.0
     FTS	2012-11-03	56234.405	1.001	      dophot	  r  21.6453  ri 0.01139 | 0.000  0.0
     FTS	2012-11-03	56234.405	1.001	     daophot	  r  21.5068  gr 0.27408 | 0.168  0.0
     FTS	2012-11-03	56234.405	1.001	     daophot	  r  21.5550  ri 0.93754 | 0.122  0.0
     FTS	2012-11-04	56235.402	1.001	     daophot	  g  25.0064  gr 0.04658 | 0.059  0.0
     FTS	2012-11-04	56235.402	1.001	     daophot	  g  25.0043  gr 0.04383 | 0.045  0.0
     FTS	2012-11-04	56235.522	1.285	     daophot	  g  25.5266  gr 0.02736 | 0.942  0.0
     FTS	2012-11-04	56235.402	1.001	      dophot	  g  24.9621  gr 0.05339 | 0.039  0.0
     FTS	2012-11-04	56235.402	1.001	     daophot	  g  25.0064  gr 0.04658 | 0.059  0.0
     FTS	2012-11-04	56235.522	1.285	      dophot	  g  25.3637  gr -0.0175 | 0.006  0.0
     FTS	2012-11-04	56235.404	1.001	     daophot	  i  25.2067  ri 0.02115 | 0.086  0.0
     FTS	2012-11-04	56235.404	1.001	     daophot	  i  25.2067  ri 0.02115 | 0.086  0.0
     FTS	2012-11-04	56235.525	1.299	     daophot	  i  25.6489  ri 0.01157 | 0.037  0.0
     FTS	2012-11-04	56235.405	1.001	     daophot	  i  25.2289  ri 0.03336 | 0.320  0.0
     FTS	2012-11-04	56235.526	1.303	     daophot	  i  25.6406  ri 0.00684 | 0.013  0.0
     FTS	2012-11-04	56235.403	1.001	     daophot	  r  25.3430  gr 0.06965 | 0.516  0.0
     FTS	2012-11-04	56235.403	1.001	     daophot	  r  25.3897  ri 0.06169 | 0.539  0.0
     FTS	2012-11-04	56235.403	1.001	     daophot	  r  25.3430  gr 0.06965 | 0.516  0.0
     FTS	2012-11-04	56235.403	1.001	     daophot	  r  25.3897  ri 0.06169 | 0.539  0.0
     FTS	2012-11-04	56235.523	1.290	     daophot	  r  25.8195  gr 0.03745 | 0.322  0.0
     FTS	2012-11-04	56235.523	1.290	     daophot	  r  25.8415  ri 0.03055 | 0.288  0.0
     FTS	2012-11-04	56235.404	1.001	     daophot	  r  25.3698  gr 0.05159 | 0.521  0.0
     FTS	2012-11-04	56235.404	1.001	     daophot	  r  25.4087  ri 0.01557 | 0.102  0.0
     FTS	2012-11-05	56236.449	1.047	     daophot	  g  24.4960  gr 0.01026 | 0.004  0.0
     FTS	2012-11-05	56236.449	1.047	     daophot	  g  24.4960  gr 0.01026 | 0.004  0.0
     FTS	2012-11-05	56236.559	1.586	     daophot	  g  25.3461  gr 0.04093 | 0.091  0.0
     FTS	2012-11-05	56236.570	1.706	     daophot	  g  25.2239  gr 0.11484 | 0.600  0.0
     FTS	2012-11-05	56236.576	1.785	     daophot	  g  23.1054  gr 0.18291 | 0.394  0.0
     FTS	2012-11-05	56236.450	1.049	     daophot	  g  24.4686  gr 0.02469 | 0.017  0.0
     FTS	2012-11-05	56236.559	1.586	      dophot	  g  25.2815  gr 0.03749 | 0.029  0.0
     FTS	2012-11-05	56236.407	1.003	     daophot	  i  21.3866  ri 0.08003 | 0.675  0.0
     FTS	2012-11-05	56236.407	1.003	     daophot	  i  21.4201  ri 0.05222 | 0.461  0.0
     FTS	2012-11-05	56236.453	1.055	     daophot	  i  24.4755  ri 0.02490 | 0.170  0.0
     FTS	2012-11-05	56236.562	1.613	     daophot	  i  25.6238  ri 0.02427 | 0.333  0.0
     FTS	2012-11-05	56236.573	1.748	     daophot	  i  25.3439  ri -0.0046 | 0.028  0.0
     FTS	2012-11-05	56236.579	1.832	     daophot	  i  25.3196  ri 0.00750 | 0.004  0.0
     FTS	2012-11-05	56236.407	1.003	      dophot	  i  21.3700  ri -0.0205 | 0.003  0.0
     FTS	2012-11-05	56236.407	1.003	     daophot	  i  21.3866  ri 0.08003 | 0.675  0.0
     FTS	2012-11-05	56236.453	1.055	      dophot	  i  24.4272  ri 0.01227 | 0.009  0.0
     FTS	2012-11-05	56236.405	1.002	     daophot	  r  21.2310  gr 0.15203 | 0.531  0.0
     FTS	2012-11-05	56236.405	1.002	     daophot	  r  21.2681  ri 0.44641 | 0.724  0.0
     FTS	2012-11-05	56236.405	1.002	     daophot	  r  21.2310  gr 0.15203 | 0.531  0.0
     FTS	2012-11-05	56236.405	1.002	     daophot	  r  21.2681  ri 0.44641 | 0.724  0.0
     FTS	2012-11-05	56236.451	1.050	     daophot	  r  24.6975  gr 0.09940 | 0.432  0.0
     FTS	2012-11-05	56236.451	1.050	     daophot	  r  24.7514  ri 0.08776 | 0.614  0.0
     FTS	2012-11-05	56236.560	1.595	     daophot	  r  26.0318  gr -0.1016 | 0.844  0.0
     FTS	2012-11-05	56236.572	1.736	     daophot	  r  25.7478  gr 0.02525 | 0.240  0.0
     FTS	2012-11-05	56236.572	1.736	     daophot	  r  25.7641  ri -0.0057 | 0.122  0.0
     FTS	2012-11-05	56236.578	1.808	     daophot	  r  24.6937  gr 0.01454 | 0.004  0.0
     FTS	2012-11-05	56236.578	1.808	     daophot	  r  24.7065  ri -0.0030 | 0.000  0.0
     FTS	2012-11-05	56236.452	1.052	     daophot	  r  24.7483  gr -0.0019 | 0.001  0.0
     FTS	2012-11-05	56236.452	1.052	     daophot	  r  24.7454  ri 0.00236 | 0.006  0.0
     FTS	2012-11-05	56236.561	1.603	     daophot	  r  25.7293  gr 0.05777 | 0.702  0.0
     FTS	2012-11-05	56236.561	1.603	     daophot	  r  25.7681  ri 0.05045 | 0.501  0.0
     FTS	2012-11-05	56236.572	1.736	      dophot	  r  25.6834  gr 0.02414 | 0.068  0.0
     FTS	2012-11-05	56236.572	1.736	      dophot	  r  25.6981  ri 0.01870 | 0.051  0.0
     FTS	2012-11-06	56237.417	1.010	     daophot	  g  23.4658  gr -0.0146 | 0.010  0.0
     FTS	2012-11-06	56237.417	1.010	     daophot	  g  23.4658  gr -0.0146 | 0.010  0.0
     FTS	2012-11-06	56237.440	1.036	     daophot	  g  24.3053  gr 0.02117 | 0.028  0.0
     FTS	2012-11-06	56237.446	1.046	     daophot	  g  25.1025  gr 0.08257 | 0.468  0.0
     FTS	2012-11-06	56237.452	1.058	     daophot	  g  23.7613  gr -0.0039 | 0.000  0.0
     FTS	2012-11-06	56237.418	1.011	     daophot	  g  23.1157  gr 0.07910 | 0.164  0.0
     FTS	2012-11-06	56237.441	1.038	     daophot	  g  24.9108  gr 0.10491 | 0.291  0.0
     FTS	2012-11-06	56237.447	1.048	     daophot	  g  25.2085  gr 0.01512 | 0.008  0.0
     FTS	2012-11-06	56237.453	1.059	     daophot	  g  23.6943  gr 0.00857 | 0.002  0.0
     FTS	2012-11-06	56237.414	1.008	     daophot	  i  23.4840  ri 0.04162 | 0.228  0.0
     FTS	2012-11-06	56237.414	1.008	     daophot	  i  23.4840  ri 0.04162 | 0.228  0.0
     FTS	2012-11-06	56237.420	1.013	     daophot	  i  23.0401  ri 0.00735 | 0.005  0.0
     FTS	2012-11-06	56237.443	1.042	     daophot	  i  25.2541  ri 0.02947 | 0.115  0.0
     FTS	2012-11-06	56237.449	1.052	     daophot	  i  24.1900  ri 0.03138 | 0.062  0.0
     FTS	2012-11-06	56237.493	1.175	     daophot	  i  23.3180  ri 0.01999 | 0.037  0.0
     FTS	2012-11-06	56237.409	1.005	     daophot	  i  21.8120  ri 0.03134 | 0.022  0.0
     FTS	2012-11-06	56237.415	1.009	     daophot	  i  23.4881  ri 0.03629 | 0.136  0.0
     FTS	2012-11-06	56237.421	1.013	     daophot	  i  23.3199  ri 0.00703 | 0.004  0.0
     FTS	2012-11-06	56237.444	1.043	     daophot	  i  25.2819  ri 0.00174 | 0.001  0.0
     FTS	2012-11-06	56237.450	1.054	     daophot	  i  25.0056  ri 0.02291 | 0.084  0.0
     FTS	2012-11-06	56237.456	1.066	     daophot	  i  23.6172  ri -0.0698 | 0.248  0.0
     FTS	2012-11-06	56237.494	1.178	     daophot	  i  22.4099  ri -0.0073 | 0.002  0.0
     FTS	2012-11-06	56237.500	1.203	     daophot	  i  22.4221  ri -0.0463 | 0.252  0.0
     FTS	2012-11-06	56237.419	1.011	      dophot	  r  23.1763  gr 0.04339 | 0.030  0.0
     FTS	2012-11-06	56237.419	1.011	      dophot	  r  23.2041  ri 0.02487 | 0.014  0.0
     FTS	2012-11-06	56237.419	1.011	     daophot	  r  23.2056  gr 0.02526 | 0.025  0.0
     FTS	2012-11-06	56237.419	1.011	     daophot	  r  23.2128  ri 0.04548 | 0.111  0.0
     FTS	2012-11-06	56237.419	1.012	      dophot	  r  23.7020  gr 0.05409 | 0.096  0.0
     FTS	2012-11-06	56237.419	1.012	      dophot	  r  23.7320  ri 0.04931 | 0.114  0.0
     FTS	2012-11-06	56237.419	1.012	     daophot	  r  23.7484  gr 0.04277 | 0.062  0.0
     FTS	2012-11-06	56237.419	1.012	     daophot	  r  23.7713  ri 0.03879 | 0.084  0.0
     FTS	2012-11-09	56240.410	1.011	     daophot	  g  21.2011  gr 0.07636 | 0.583  0.0
     FTS	2012-11-09	56240.410	1.011	     daophot	  g  21.2011  gr 0.07636 | 0.583  0.0
