#  telescope	date	JD	airmass	filter_obs	filter	constant
     FTS	2012-11-06	56237.419	1.012	     daophot	  r  23.7713  ri 0.03879 | 0.084  0.0
     FTS	2012-11-06	56237.419	1.012	     daophot	  r  23.7484  gr 0.04277 | 0.062  0.0
     FTS	2012-11-06	56237.419	1.011	      dophot	  r  23.1763  gr 0.04339 | 0.030  0.0
     FTS	2012-11-06	56237.419	1.011	      dophot	  r  23.2041  ri 0.02487 | 0.014  0.0
     FTS	2012-11-06	56237.419	1.011	     daophot	  r  23.1763  gr 0.04339 | 0.030  0.0
     FTS	2012-11-06	56237.419	1.011	     daophot	  r  23.2041  ri 0.02487 | 0.014  0.0
     FTS	2012-11-06	56237.419	1.011	      dophot	  r  23.1763  gr 0.04339 | 0.030  0.0
     FTS	2012-11-06	56237.419	1.011	      dophot	  r  23.2041  ri 0.02487 | 0.014  0.0
     FTS	2012-11-06	56237.419	1.011	     daophot	  r  23.2056  gr 0.02526 | 0.025  0.0
     FTS	2012-11-06	56237.419	1.011	     daophot	  r  23.2128  ri 0.04548 | 0.111  0.0
     FTS	2012-10-18	56218.544	1.172	     daophot	  r  24.4781  gr 0.04250 | 0.074  0.0
     FTS	2012-10-18	56218.544	1.172	     daophot	  r  24.5073  ri 0.02479 | 0.037  0.0
     FTS	2012-10-18	56218.403	1.025	      dophot	  r  25.0557  gr 0.00994 | 0.004  0.0
     FTS	2012-10-18	56218.403	1.025	      dophot	  r  25.0566  ri 0.02300 | 0.032  0.0
     FTS	2012-10-15	56215.547	1.152	     daophot	  i  25.2885  ri -0.0177 | 0.055  0.0
     FTS	2012-10-15	56215.547	1.150	     daophot	  i  25.2903  ri -0.0158 | 0.064  0.0
     FTS	2012-10-15	56215.547	1.150	      dophot	  i  25.1771  ri -0.0057 | 0.002  0.0
     FTS	2012-10-15	56215.547	1.150	     daophot	  i  25.2903  ri -0.0158 | 0.064  0.0
     FTS	2012-10-15	56215.547	1.150	      dophot	  i  25.1771  ri -0.0057 | 0.002  0.0
     FTS	2012-10-15	56215.547	1.150	     daophot	  i  25.2903  ri -0.0158 | 0.064  0.0
     FTS	2012-10-15	56215.547	1.150	      dophot	  i  25.1771  ri -0.0057 | 0.002  0.0
     FTS	2012-10-15	56215.547	1.150	     daophot	  i  25.2903  ri -0.0158 | 0.064  0.0
     FTS	2012-10-15	56215.547	1.150	      dophot	  i  25.1771  ri -0.0057 | 0.002  0.0
     FTS	2012-10-15	56215.547	1.150	     daophot	  i  25.2903  ri -0.0158 | 0.064  0.0
     FTS	2012-10-15	56215.547	1.150	      dophot	  i  25.1771  ri -0.0057 | 0.002  0.0
     FTS	2012-10-15	56215.547	1.150	     daophot	  i  25.2903  ri -0.0158 | 0.064  0.0
     FTS	2012-10-15	56215.544	1.141	     daophot	  g  25.9930  gr 0.12246 | 0.152  0.0
     FTS	2012-10-15	56215.544	1.141	     daophot	  g  25.9930  gr 0.12246 | 0.152  0.0
     FTS	2012-09-22	56192.572	1.051	     daophot	  g  25.6033  gr 0.01882 | 0.187  0.0
     FTS	2012-09-22	56192.572	1.051	     daophot	  g  25.6033  gr 0.01882 | 0.187  0.0
     FTS	2012-09-22	56192.446	1.073	     daophot	  g  25.6111  gr 0.00886 | 0.089  0.0
     FTS	2012-09-22	56192.573	1.053	     daophot	  g  25.6103  gr 0.01806 | 0.067  0.0
     FTS	2012-09-22	56192.444	1.079	     daophot	  i  25.7933  ri -0.0137 | 0.276  0.0
     FTS	2012-09-22	56192.444	1.079	     daophot	  i  25.7933  ri -0.0137 | 0.276  0.0
     FTS	2012-09-22	56192.575	1.058	     daophot	  i  25.7670  ri -0.0179 | 0.188  0.0
     FTS	2012-09-22	56192.444	1.077	      dophot	  i  25.7380  ri 0.00518 | 0.034  0.0
     FTS	2012-09-22	56192.444	1.077	     daophot	  i  25.7670  ri 0.00826 | 0.130  0.0
     FTS	2012-09-22	56192.442	1.083	     daophot	  r  25.9340  gr 0.02817 | 0.448  0.0
     FTS	2012-09-22	56192.442	1.083	     daophot	  r  25.9499  ri 0.01162 | 0.134  0.0
     FTS	2012-09-22	56192.442	1.083	     daophot	  r  25.9340  gr 0.02817 | 0.448  0.0
     FTS	2012-09-22	56192.442	1.083	     daophot	  r  25.9499  ri 0.01162 | 0.134  0.0
     FTS	2012-09-22	56192.573	1.054	     daophot	  r  25.9372  gr 0.02748 | 0.150  0.0
     FTS	2012-09-22	56192.573	1.054	     daophot	  r  25.9472  ri 0.05528 | 0.345  0.0
     FTS	2012-09-22	56192.443	1.081	     daophot	  r  25.9519  gr 0.00184 | 0.000  0.0
     FTS	2012-09-22	56192.443	1.081	     daophot	  r  25.9505  ri -0.0015 | 0.001  0.0
     FTS	2012-09-22	56192.574	1.056	     daophot	  r  25.9454  gr 0.01821 | 0.085  0.0
     FTS	2012-09-22	56192.574	1.056	     daophot	  r  25.9565  ri 0.00959 | 0.049  0.0
     FTS	2012-09-23	56193.380	1.318	     daophot	  g  25.4736  gr 0.04635 | 0.377  0.0
     FTS	2012-09-23	56193.380	1.318	     daophot	  g  25.4736  gr 0.04635 | 0.377  0.0
     FTS	2012-09-23	56193.505	1.001	     daophot	  g  25.5770  gr 0.01539 | 0.129  0.0
     FTS	2012-09-22	56192.572	1.051	      dophot	  g  25.6150  gr -0.0410 | 0.127  0.0
     FTS	2012-09-22	56192.572	1.051	     daophot	  g  25.6033  gr 0.01882 | 0.187  0.0
     FTS	2012-09-22	56192.446	1.073	      dophot	  g  25.5934  gr 0.01494 | 0.032  0.0
     FTS	2012-09-22	56192.573	1.053	      dophot	  g  25.5916  gr -0.0087 | 0.011  0.0
     FTS	2012-09-22	56192.444	1.079	     daophot	  i  25.7933  ri -0.0137 | 0.276  0.0
     FTS	2012-09-22	56192.575	1.058	      dophot	  i  25.7555  ri -0.0173 | 0.119  0.0
     FTS	2012-09-22	56192.444	1.077	      dophot	  i  25.7380  ri 0.00518 | 0.034  0.0
     FTS	2012-09-22	56192.444	1.077	     daophot	  i  25.7670  ri 0.00826 | 0.130  0.0
     FTS	2012-09-22	56192.442	1.083	     daophot	  r  25.9340  gr 0.02817 | 0.448  0.0
     FTS	2012-09-22	56192.442	1.083	     daophot	  r  25.9499  ri 0.01162 | 0.134  0.0
     FTS	2012-09-22	56192.573	1.054	      dophot	  r  25.9042  gr 0.00403 | 0.007  0.0
     FTS	2012-09-22	56192.573	1.054	      dophot	  r  25.9062  ri 0.00242 | 0.003  0.0
     FTS	2012-09-22	56192.443	1.081	      dophot	  r  25.9189  gr -0.0039 | 0.007  0.0
     FTS	2012-09-22	56192.443	1.081	      dophot	  r  25.9162  ri -0.0007 | 0.000  0.0
     FTS	2012-09-22	56192.574	1.056	      dophot	  r  25.9398  gr -0.0212 | 0.168  0.0
     FTS	2012-09-22	56192.574	1.056	      dophot	  r  25.9226  ri -0.0019 | 0.002  0.0
     FTS	2012-09-23	56193.380	1.318	      dophot	  g  25.4434  gr 0.02399 | 0.036  0.0
     FTS	2012-09-23	56193.380	1.318	     daophot	  g  25.4736  gr 0.04635 | 0.377  0.0
     FTS	2012-09-23	56193.505	1.001	      dophot	  g  25.5825  gr 0.00157 | 0.001  0.0
     FTS	2012-09-23	56193.505	1.001	      dophot	  g  25.5817  gr -0.0071 | 0.021  0.0
     FTS	2012-09-23	56193.379	1.324	     daophot	  i  25.7779  ri -0.0196 | 0.030  0.0
     FTS	2012-09-23	56193.379	1.329	     daophot	  i  25.7901  ri -0.0277 | 0.115  0.0
     FTS	2012-09-23	56193.508	1.001	     daophot	  i  25.7178  ri 0.01189 | 0.029  0.0
     FTS	2012-09-23	56193.379	1.324	      dophot	  i  25.6768  ri 0.01149 | 0.087  0.0
     FTS	2012-09-23	56193.379	1.324	     daophot	  i  25.7779  ri -0.0196 | 0.030  0.0
     FTS	2012-09-23	56193.377	1.339	     daophot	  r  25.9899  gr 0.03560 | 0.095  0.0
     FTS	2012-09-23	56193.377	1.339	     daophot	  r  26.0020  ri 0.05825 | 0.279  0.0
     FTS	2012-09-23	56193.377	1.339	     daophot	  r  25.9899  gr 0.03560 | 0.095  0.0
     FTS	2012-09-23	56193.377	1.339	     daophot	  r  26.0020  ri 0.05825 | 0.279  0.0
     FTS	2012-09-23	56193.506	1.001	     daophot	  r  25.8747  gr 0.02682 | 0.191  0.0
     FTS	2012-09-23	56193.506	1.001	     daophot	  r  25.8876  ri 0.02222 | 0.285  0.0
     FTS	2012-09-23	56193.507	1.001	     daophot	  r  25.8699  gr 0.03518 | 0.311  0.0
     FTS	2012-09-23	56193.507	1.001	     daophot	  r  25.8897  ri 0.02554 | 0.232  0.0
     FTS	2012-09-24	56194.385	1.275	     daophot	  g  25.4783  gr 0.08797 | 0.632  0.0
     FTS	2012-09-24	56194.385	1.275	     daophot	  g  25.4783  gr 0.08797 | 0.632  0.0
     FTS	2012-09-24	56194.574	1.067	     daophot	  g  25.5696  gr 0.02339 | 0.025  0.0
     FTS	2012-09-24	56194.386	1.271	     daophot	  g  25.5931  gr -0.0225 | 0.168  0.0
     FTS	2012-09-24	56194.574	1.067	      dophot	  g  25.5242  gr -0.0327 | 0.031  0.0
     FTS	2012-09-24	56194.383	1.285	     daophot	  i  25.8968  ri -0.0349 | 0.073  0.0
     FTS	2012-09-24	56194.383	1.285	     daophot	  i  25.8968  ri -0.0349 | 0.073  0.0
     FTS	2012-09-24	56194.577	1.073	     daophot	  i  25.8821  ri -0.0383 | 0.195  0.0
     FTS	2012-09-24	56194.384	1.281	     daophot	  i  25.9995  ri -0.0680 | 0.901  0.0
     FTS	2012-09-24	56194.578	1.075	     daophot	  i  25.8113  ri 0.00387 | 0.004  0.0
     FTS	2012-09-24	56194.382	1.294	     daophot	  r  25.9317  gr 0.01991 | 0.023  0.0
     FTS	2012-09-24	56194.382	1.294	     daophot	  r  25.9238  ri 0.06384 | 0.205  0.0
     FTS	2012-09-24	56194.382	1.294	     daophot	  r  25.9317  gr 0.01991 | 0.023  0.0
     FTS	2012-09-24	56194.382	1.294	     daophot	  r  25.9238  ri 0.06384 | 0.205  0.0
     FTS	2012-09-24	56194.575	1.070	     daophot	  r  25.9369  gr 0.00546 | 0.008  0.0
     FTS	2012-09-24	56194.575	1.070	     daophot	  r  25.9380  ri 0.01369 | 0.066  0.0
     FTS	2012-09-24	56194.383	1.290	     daophot	  r  25.9210  gr -0.0109 | 0.047  0.0
     FTS	2012-09-24	56194.383	1.290	     daophot	  r  25.9111  ri 0.00204 | 0.001  0.0
     FTS	2012-09-24	56194.576	1.071	     daophot	  r  25.7608  gr 0.01195 | 0.012  0.0
     FTS	2012-09-24	56194.576	1.071	     daophot	  r  25.7685  ri 0.00764 | 0.007  0.0
     FTS	2012-09-25	56195.394	1.219	     daophot	  g  25.5796  gr 0.03241 | 0.049  0.0
     FTS	2012-09-25	56195.394	1.219	     daophot	  g  25.5796  gr 0.03241 | 0.049  0.0
     FTS	2012-09-25	56195.395	1.216	     daophot	  g  25.5676  gr -0.0107 | 0.010  0.0
     FTS	2012-09-25	56195.392	1.228	     daophot	  i  25.7503  ri 0.01882 | 0.056  0.0
     FTS	2012-09-25	56195.392	1.228	     daophot	  i  25.7503  ri 0.01882 | 0.056  0.0
     FTS	2012-09-25	56195.393	1.224	     daophot	  i  25.7603  ri 0.01200 | 0.020  0.0
     FTS	2012-09-25	56195.390	1.236	     daophot	  r  25.8798  gr 0.01396 | 0.033  0.0
     FTS	2012-09-25	56195.390	1.236	     daophot	  r  25.8857  ri 0.01857 | 0.067  0.0
     FTS	2012-09-25	56195.390	1.236	     daophot	  r  25.8798  gr 0.01396 | 0.033  0.0
     FTS	2012-09-25	56195.390	1.236	     daophot	  r  25.8857  ri 0.01857 | 0.067  0.0
     FTS	2012-09-25	56195.391	1.232	     daophot	  r  25.9163  gr -0.0192 | 0.091  0.0
     FTS	2012-09-25	56195.391	1.232	     daophot	  r  25.9031  ri -0.0094 | 0.050  0.0
     FTS	2012-09-26	56196.374	1.307	     daophot	  g  25.3842  gr 0.03324 | 0.064  0.0
     FTS	2012-09-26	56196.374	1.307	     daophot	  g  25.3842  gr 0.03324 | 0.064  0.0
     FTS	2012-09-26	56196.515	1.003	     daophot	  g  25.4868  gr -0.0100 | 0.004  0.0
     FTS	2012-09-26	56196.560	1.050	     daophot	  g  25.4359  gr 0.06178 | 0.247  0.0
     FTS	2012-09-26	56196.570	1.070	     daophot	  g  25.4326  gr 0.07013 | 0.502  0.0
     FTS	2012-09-26	56196.573	1.076	     daophot	  g  25.4588  gr 0.01504 | 0.052  0.0
     FTS	2012-09-26	56196.375	1.302	     daophot	  g  25.3541  gr 0.02878 | 0.029  0.0
     FTS	2012-09-26	56196.516	1.003	     daophot	  g  25.4963  gr 0.00225 | 0.000  0.0
     FTS	2012-09-26	56196.561	1.052	     daophot	  g  25.4694  gr 0.03197 | 0.104  0.0
     FTS	2012-09-26	56196.571	1.071	     daophot	  g  25.4609  gr 0.03746 | 0.156  0.0
     FTS	2012-09-26	56196.574	1.078	     daophot	  g  25.4426  gr 0.04293 | 0.087  0.0
     FTS	2012-09-26	56196.372	1.317	     daophot	  i  25.6275  ri 0.02340 | 0.506  0.0
     FTS	2012-09-26	56196.372	1.317	     daophot	  i  25.6275  ri 0.02340 | 0.506  0.0
     FTS	2012-09-26	56196.514	1.002	     daophot	  i  25.6963  ri 0.01935 | 0.241  0.0
     FTS	2012-09-26	56196.564	1.058	     daophot	  i  25.7501  ri 0.03455 | 0.191  0.0
     FTS	2012-09-26	56196.568	1.066	     daophot	  i  25.7762  ri 0.02644 | 0.057  0.0
     FTS	2012-09-26	56196.576	1.084	     daophot	  i  25.6790  ri 0.01483 | 0.252  0.0
     FTS	2012-09-26	56196.373	1.313	     daophot	  i  25.6465  ri 0.04168 | 0.264  0.0
     FTS	2012-09-26	56196.514	1.002	      dophot	  i  25.6607  ri 0.00730 | 0.003  0.0
     FTS	2012-09-26	56196.564	1.058	      dophot	  i  25.6614  ri 0.00436 | 0.000  0.0
     FTS	2012-09-26	56196.371	1.327	     daophot	  r  25.7897  gr 0.01564 | 0.723  0.0
     FTS	2012-09-26	56196.371	1.327	     daophot	  r  25.7977  ri 0.01217 | 0.738  0.0
     FTS	2012-09-26	56196.371	1.327	     daophot	  r  25.7897  gr 0.01564 | 0.723  0.0
     FTS	2012-09-26	56196.371	1.327	     daophot	  r  25.7977  ri 0.01217 | 0.738  0.0
     FTS	2012-09-26	56196.512	1.001	     daophot	  r  25.8134  gr 0.11675 | 0.278  0.0
     FTS	2012-09-26	56196.512	1.001	     daophot	  r  25.8848  ri 0.08653 | 0.220  0.0
     FTS	2012-09-26	56196.562	1.053	     daophot	  r  25.8424  gr 0.02256 | 0.070  0.0
     FTS	2012-09-26	56196.562	1.053	     daophot	  r  25.8567  ri 0.01498 | 0.038  0.0
     FTS	2012-09-26	56196.566	1.062	     daophot	  r  25.8785  gr 0.04457 | 0.104  0.0
     FTS	2012-09-26	56196.566	1.062	     daophot	  r  25.9058  ri 0.03266 | 0.078  0.0
     FTS	2012-09-26	56196.575	1.082	     daophot	  r  25.8098  gr 0.02296 | 0.070  0.0
     FTS	2012-09-26	56196.575	1.082	     daophot	  r  25.8248  ri 0.01224 | 0.028  0.0
     FTS	2012-09-26	56196.372	1.323	     daophot	  r  25.8326  gr 0.00115 | 0.000  0.0
     FTS	2012-09-26	56196.372	1.323	     daophot	  r  25.8333  ri -0.0041 | 0.001  0.0
     FTS	2012-09-26	56196.513	1.002	     daophot	  r  25.8919  gr 0.02852 | 0.046  0.0
     FTS	2012-09-26	56196.513	1.002	     daophot	  r  25.9061  ri 0.02926 | 0.081  0.0
     FTS	2012-09-26	56196.563	1.055	     daophot	  r  25.8504  gr -0.0080 | 0.014  0.0
     FTS	2012-09-26	56196.563	1.055	     daophot	  r  25.8457  ri -0.0062 | 0.013  0.0
     FTS	2012-09-26	56196.567	1.064	     daophot	  r  25.8870  gr 0.03896 | 0.076  0.0
     FTS	2012-09-26	56196.567	1.064	     daophot	  r  25.9074  ri 0.03781 | 0.108  0.0
     FTS	2012-09-26	56196.575	1.082	      dophot	  r  25.7804  gr 0.00593 | 0.001  0.0
     FTS	2012-09-26	56196.575	1.082	      dophot	  r  25.7846  ri 0.00247 | 0.000  0.0
     FTS	2012-09-27	56197.477	1.008	     daophot	  g  25.3089  gr 0.00794 | 0.005  0.0
     FTS	2012-09-27	56197.477	1.009	     daophot	  g  25.2952  gr 0.04530 | 0.076  0.0
     FTS	2012-09-27	56197.627	1.288	     daophot	  g  25.1558  gr 0.09494 | 0.342  0.0
     FTS	2012-09-27	56197.477	1.008	      dophot	  g  25.2681  gr 0.02668 | 0.026  0.0
     FTS	2012-09-27	56197.477	1.008	     daophot	  g  25.3089  gr 0.00794 | 0.005  0.0
     FTS	2012-09-27	56197.475	1.010	     daophot	  i  25.6234  ri 0.01780 | 0.026  0.0
     FTS	2012-09-27	56197.475	1.010	     daophot	  i  25.6234  ri 0.01780 | 0.026  0.0
     FTS	2012-09-27	56197.630	1.308	     daophot	  i  25.5564  ri -0.0091 | 0.017  0.0
     FTS	2012-09-27	56197.636	1.346	     daophot	  i  25.5293  ri 0.01948 | 0.121  0.0
     FTS	2012-09-27	56197.476	1.010	     daophot	  i  25.5853  ri 0.10878 | 0.711  0.0
     FTS	2012-09-27	56197.631	1.312	     daophot	  i  25.5362  ri 0.01925 | 0.064  0.0
     FTS	2012-09-27	56197.637	1.351	     daophot	  i  25.5372  ri 0.01960 | 0.230  0.0
     FTS	2012-09-27	56197.473	1.012	     daophot	  r  25.7237  gr 0.02871 | 0.035  0.0
     FTS	2012-09-27	56197.473	1.012	     daophot	  r  25.7339  ri 0.04283 | 0.119  0.0
     FTS	2012-09-27	56197.473	1.012	     daophot	  r  25.7237  gr 0.02871 | 0.035  0.0
     FTS	2012-09-27	56197.473	1.012	     daophot	  r  25.7339  ri 0.04283 | 0.119  0.0
     FTS	2012-09-27	56197.628	1.298	     daophot	  r  25.6660  gr 0.02256 | 0.097  0.0
     FTS	2012-09-27	56197.628	1.298	     daophot	  r  25.6784  ri 0.02026 | 0.108  0.0
     FTS	2012-09-27	56197.635	1.340	     daophot	  r  25.6680  gr 0.00764 | 0.007  0.0
     FTS	2012-09-27	56197.635	1.340	     daophot	  r  25.6713  ri 0.01040 | 0.018  0.0
     FTS	2012-09-27	56197.474	1.011	     daophot	  r  25.7373  gr 0.08180 | 0.207  0.0
     FTS	2012-09-27	56197.474	1.011	     daophot	  r  25.7843  ri 0.06667 | 0.206  0.0
     FTS	2012-09-27	56197.629	1.303	     daophot	  r  25.6652  gr 0.03287 | 0.133  0.0
     FTS	2012-09-27	56197.629	1.303	     daophot	  r  25.6821  ri 0.03441 | 0.202  0.0
     FTS	2012-09-27	56197.635	1.340	      dophot	  r  25.5923  gr 0.01685 | 0.033  0.0
     FTS	2012-09-27	56197.635	1.340	      dophot	  r  25.6024  ri 0.01216 | 0.025  0.0
     FTS	2012-09-29	56199.507	1.003	     daophot	  i  25.3794  ri -0.0040 | 0.016  0.0
     FTS	2012-09-29	56199.507	1.003	     daophot	  i  25.3794  ri -0.0040 | 0.016  0.0
     FTS	2012-09-29	56199.537	1.027	     daophot	  i  24.5354  ri 0.05033 | 0.848  0.0
     FTS	2012-09-29	56199.547	1.042	     daophot	  i  24.7222  ri 0.04517 | 0.899  0.0
     FTS	2012-09-29	56199.557	1.060	     daophot	  i  24.4969  ri 0.01402 | 0.462  0.0
     FTS	2012-09-29	56199.609	1.225	     daophot	  i  25.7286  ri 0.00302 | 0.004  0.0
     FTS	2012-09-29	56199.622	1.291	     daophot	  i  25.7269  ri 0.00205 | 0.003  0.0
     FTS	2012-09-29	56199.659	1.571	     daophot	  i  25.8098  ri -0.0018 | 0.002  0.0
     FTS	2012-09-29	56199.508	1.003	     daophot	  i  25.4056  ri 0.01622 | 0.196  0.0
     FTS	2012-09-29	56199.524	1.013	      dophot	  i  24.4931  ri -0.0181 | 0.117  0.0
     FTS	2012-09-29	56199.537	1.027	      dophot	  i  24.4480  ri 0.01293 | 0.034  0.0
     FTS	2012-09-29	56199.547	1.042	      dophot	  i  24.6327  ri 0.00506 | 0.012  0.0
     FTS	2012-09-29	56199.506	1.002	     daophot	  r  25.7966  gr 0.05274 | 0.059  0.0
     FTS	2012-09-29	56199.506	1.002	     daophot	  r  25.8255  ri 0.04462 | 0.069  0.0
     FTS	2012-09-29	56199.506	1.002	     daophot	  r  25.8521  gr -0.0127 | 0.041  0.0
     FTS	2012-09-29	56199.506	1.002	     daophot	  r  25.8430  ri -0.0046 | 0.007  0.0
     FTS	2012-09-29	56199.555	1.056	     daophot	  r  25.4398  gr -0.0463 | 0.300  0.0
     FTS	2012-09-29	56199.555	1.056	     daophot	  r  25.4172  ri -0.0686 | 0.289  0.0
     FTS	2012-09-29	56199.607	1.218	     daophot	  r  25.8099  gr -0.0194 | 0.123  0.0
     FTS	2012-09-29	56199.607	1.218	     daophot	  r  25.7981  ri -0.0158 | 0.035  0.0
     FTS	2012-09-29	56199.613	1.247	     daophot	  r  25.7921  gr -0.0005 | 6.485  0.0
     FTS	2012-09-29	56199.613	1.247	     daophot	  r  25.7887  ri 0.01578 | 0.021  0.0
     FTS	2012-09-29	56199.625	1.311	     daophot	  r  25.9406  gr 0.01861 | 0.146  0.0
     FTS	2012-09-29	56199.625	1.311	     daophot	  r  25.9497  ri 0.02060 | 0.246  0.0
     FTS	2012-09-29	56199.657	1.555	     daophot	  r  26.0110  gr -0.0780 | 0.181  0.0
     FTS	2012-09-29	56199.657	1.555	     daophot	  r  25.9516  ri 0.00457 | 8.963  0.0
     FTS	2012-09-29	56199.506	1.002	      dophot	  r  25.5573  gr -0.0180 | 0.034  0.0
     FTS	2012-09-29	56199.506	1.002	      dophot	  r  25.5468  ri -0.0143 | 0.029  0.0
     FTS	2012-09-29	56199.506	1.002	     daophot	  r  25.6152  gr -0.0194 | 0.071  0.0
     FTS	2012-09-29	56199.506	1.002	     daophot	  r  25.6187  ri -0.1207 | 0.156  0.0
     FTS	2012-09-30	56200.370	1.269	     daophot	  g  25.5804  gr -0.0270 | 0.027  0.0
     FTS	2012-09-30	56200.370	1.269	     daophot	  g  25.5804  gr -0.0270 | 0.027  0.0
     FTS	2012-09-30	56200.376	1.238	     daophot	  g  25.5455  gr -0.0039 | 0.000  0.0
     FTS	2012-09-30	56200.473	1.006	     daophot	  g  25.5634  gr 0.00655 | 0.002  0.0
     FTS	2012-09-30	56200.480	1.003	     daophot	  g  25.5660  gr -0.0192 | 0.144  0.0
     FTS	2012-09-30	56200.486	1.001	     daophot	  g  25.5416  gr -0.0050 | 0.002  0.0
     FTS	2012-09-30	56200.492	1.000	     daophot	  g  25.5920  gr -0.0087 | 0.004  0.0
     FTS	2012-09-30	56200.502	1.002	     daophot	  g  25.5812  gr -0.0329 | 0.076  0.0
     FTS	2012-09-30	56200.539	1.034	     daophot	  g  25.5296  gr 0.05483 | 0.169  0.0
     FTS	2012-09-30	56200.545	1.043	     daophot	  g  25.5835  gr 0.00243 | 0.000  0.0
     FTS	2012-09-30	56200.565	1.083	     daophot	  g  25.5465  gr 0.03498 | 0.108  0.0
     FTS	2012-09-30	56200.599	1.196	     daophot	  g  25.4854  gr 0.13051 | 0.459  0.0
     FTS	2012-09-30	56200.605	1.219	     daophot	  g  25.5370  gr 0.03084 | 0.135  0.0
     FTS	2012-09-30	56200.611	1.249	     daophot	  g  25.5047  gr 0.07711 | 0.365  0.0
     FTS	2012-09-30	56200.658	1.594	     daophot	  g  25.4689  gr 0.01500 | 0.064  0.0
     FTS	2012-09-30	56200.371	1.265	     daophot	  g  25.4869  gr 0.04636 | 0.222  0.0
     FTS	2012-09-30	56200.377	1.234	     daophot	  g  25.5571  gr -0.0062 | 0.003  0.0
     FTS	2012-09-30	56200.468	1.009	     daophot	  g  25.5473  gr -0.0113 | 0.008  0.0
     FTS	2012-09-30	56200.474	1.005	     daophot	  g  25.5576  gr 0.02394 | 0.070  0.0
     FTS	2012-09-30	56200.480	1.003	      dophot	  g  25.4880  gr 0.04108 | 0.030  0.0
     FTS	2012-09-30	56200.502	1.002	      dophot	  g  25.5272  gr 0.01110 | 0.004  0.0
     FTS	2012-09-30	56200.599	1.196	      dophot	  g  25.5052  gr 0.01671 | 0.007  0.0
     FTS	2012-09-30	56200.658	1.594	      dophot	  g  25.4462  gr 0.00884 | 0.002  0.0
     FTS	2012-09-30	56200.373	1.252	     daophot	  i  25.9520  ri 0.03060 | 0.009  0.0
     FTS	2012-09-30	56200.373	1.252	     daophot	  i  25.9520  ri 0.03060 | 0.009  0.0
     FTS	2012-09-30	56200.379	1.222	     daophot	  i  26.2041  ri 0.06682 | 0.062  0.0
     FTS	2012-09-30	56200.470	1.008	     daophot	  i  25.8593  ri 0.01488 | 0.035  0.0
     FTS	2012-09-30	56200.477	1.004	     daophot	  i  26.2268  ri -0.0008 | 2.514  0.0
     FTS	2012-09-30	56200.483	1.002	     daophot	  i  25.8379  ri -0.0100 | 0.016  0.0
     FTS	2012-09-30	56200.489	1.001	     daophot	  i  25.8485  ri 0.02616 | 0.070  0.0
     FTS	2012-09-30	56200.495	1.000	     daophot	  i  25.8635  ri 0.03473 | 0.063  0.0
     FTS	2012-09-30	56200.542	1.039	     daophot	  i  25.8427  ri -0.0297 | 0.111  0.0
     FTS	2012-09-30	56200.549	1.051	     daophot	  i  25.8957  ri -0.0769 | 0.368  0.0
     FTS	2012-09-30	56200.568	1.091	     daophot	  i  25.7289  ri -0.0138 | 0.039  0.0
     FTS	2012-09-30	56200.602	1.207	     daophot	  i  25.7594  ri -0.0017 | 0.001  0.0
     FTS	2012-09-30	56200.608	1.235	     daophot	  i  25.7498  ri 0.01621 | 0.045  0.0
     FTS	2012-09-30	56200.615	1.271	     daophot	  i  25.7851  ri -0.0010 | 0.000  0.0
     FTS	2012-09-30	56200.374	1.248	     daophot	  i  26.1720  ri -0.0241 | 0.029  0.0
     FTS	2012-09-30	56200.380	1.219	     daophot	  i  26.2059  ri 0.06794 | 0.025  0.0
     FTS	2012-09-30	56200.477	1.004	      dophot	  i  25.7929  ri 0.00112 | 8.853  0.0
     FTS	2012-09-30	56200.549	1.051	      dophot	  i  25.7955  ri -0.0133 | 0.016  0.0
     FTS	2012-09-30	56200.615	1.271	      dophot	  i  25.7041  ri -0.0082 | 0.010  0.0
     FTS	2012-09-30	56200.372	1.256	     daophot	  r  25.8305  gr 0.09901 | 0.235  0.0
     FTS	2012-09-30	56200.372	1.256	     daophot	  r  25.8994  ri 0.13479 | 0.121  0.0
     FTS	2012-09-30	56200.378	1.230	     daophot	  r  25.9614  gr 0.05275 | 0.156  0.0
     FTS	2012-09-30	56200.378	1.230	     daophot	  r  25.9999  ri 0.02018 | 0.069  0.0
     FTS	2012-09-30	56200.469	1.009	     daophot	  r  26.0248  ri 0.08175 | 0.253  0.0
     FTS	2012-09-30	56200.475	1.005	     daophot	  r  26.2826  gr 0.20557 | 0.452  0.0
     FTS	2012-09-30	56200.475	1.005	     daophot	  r  26.3408  ri 0.50865 | 0.605  0.0
     FTS	2012-09-30	56200.481	1.002	     daophot	  r  25.9384  gr 0.09949 | 0.470  0.0
     FTS	2012-09-30	56200.481	1.002	     daophot	  r  25.9990  ri 0.07568 | 0.490  0.0
     FTS	2012-09-30	56200.487	1.001	     daophot	  r  25.8243  gr 0.39701 | 0.890  0.0
     FTS	2012-09-30	56200.494	1.000	     daophot	  r  25.9649  gr 0.07616 | 0.177  0.0
     FTS	2012-09-30	56200.494	1.000	     daophot	  r  26.0104  ri 0.05920 | 0.156  0.0
     FTS	2012-09-30	56200.498	1.001	     daophot	  r  25.9052  gr 0.17466 | 0.715  0.0
